Pubmed ID,Temperature,Diet,Details,Wild type lifespan (days),Gene 1,Intervention on gene 1,Gene 1 single mutant lifespan (days),"Gene(s) 2(,3)","Intervention(s) on gene 2(,3)","Gene(s) 2(,3) mutant lifespan (days)","Double (triple) mutant (genes 1,2,(3)) lifespan (days)",Phenotype description,Organism
20456299,20,,Lifespan experiments were carried out at 20°C. RNAi treatments were initiated from hatching.,17.22,ddr-2,OE,17.14,sams-1,RNAi,24.55,19.08,"Inhibition of sams-1 by RNAi does not extend the lifespan of EQ19 (drr-2 over-expression) significantly, while inhibition of sams-1 extends the lifespan of wild-type animals, suggesting a common mechanism that mediates the lifespan effects of eIF4H/drr-2 and sams-1. ",6239
20456299,20,,Lifespan experiments were carried out at 20°C. RNAi treatments were initiated from hatching.,16.56,ddr-2,OE,17.06,sams-1,RNAi,21.73,17.51,"Inhibition of sams-1 by RNAi does not extend the lifespan of EQ19 (drr-2 over-expression) significantly, while inhibition of sams-1 extends the lifespan of wild-type animals, suggesting a common mechanism that mediates the lifespan effects of eIF4H/drr-2 and sams-1. ",6239
20456299,20,,Lifespan experiments were carried out at 20°C. RNAi treatments were initiated from hatching.,16.49,pha-4,zu225,14.7,ddr-2,RNAi,20.43,17.68,"pha-4 is not required for eIF4H/drr-2 inhibition to extend lifespan, as the RNAi of eIF4H/drr-2 extends lifespan to a similar extent in the pha-4(zu225) mutant background compared to that in wild types.",6239
20456299,20,,Lifespan experiments were carried out at 20°C. RNAi treatments were initiated from hatching.,14.04,pha-4,zu225,16.58,ddr-2,RNAi,17.34,19.2,"pha-4 is not required for eIF4H/drr-2 inhibition to extend lifespan, as the RNAi of eIF4H/drr-2 extends lifespan to a similar extent in the pha-4(zu225) mutant background compared to that in wild types.",6239
20456299,20,,Lifespan experiments were carried out at 20°C. RNAi treatments were initiated from hatching.,17.41,sams-1,OE,16.1,ddr-2,RNAi,21.17,20.58,"Inhibition of eIF4H/drr-2 consistently extends the lifespan of wild-type animals and animals over-expressing sams-1 (EQ2). Taken together, these results strongly imply that eIF4H/drr-2 may act downstream of both rab-10 and sams-1 and its activity might be essential for RAB-10 and SAMS-1 to mediate the longevity effects of DR. ",6239
20456299,20,,Lifespan experiments were carried out at 20°C. RNAi treatments were initiated from hatching.,18.44,sams-1,OE,17.33,ddr-2,RNAi,20.44,20.33,"Inhibition of eIF4H/drr-2 consistently extends the lifespan of wild-type animals and animals over-expressing sams-1 (EQ2). Taken together, these results strongly imply that eIF4H/drr-2 may act downstream of both rab-10 and sams-1 and its activity might be essential for RAB-10 and SAMS-1 to mediate the longevity effects of DR. ",6239
20456299,20,,Lifespan experiments were carried out at 20°C. RNAi treatments were initiated from hatching.,18.76,rab-10,OE,16.59,ddr-2,RNAi,22.15,20.86,"Inhibition of eIF4H/drr-2 consistently extends the lifespan of wild-type animals and animals over-expressing rab-10 (EQ28). Taken together, these results strongly imply that eIF4H/drr-2 may act downstream of both rab-10 and sams-1 and its activity might be essential for RAB-10 and SAMS-1 to mediate the longevity effects of DR. ",6239
20456299,20,,Lifespan experiments were carried out at 20°C. RNAi treatments were initiated from hatching.,21.68,rab-10,OE,17.98,ddr-2,RNAi,25.2,20.37,"Inhibition of eIF4H/drr-2 consistently extends the lifespan of wild-type animals and animals over-expressing rab-10 (EQ28). Taken together, these results strongly imply that eIF4H/drr-2 may act downstream of both rab-10 and sams-1 and its activity might be essential for RAB-10 and SAMS-1 to mediate the longevity effects of DR. ",6239
20456299,20,,Lifespan experiments were carried out at 20°C. RNAi treatments were initiated from hatching.,21.68,sams-1,OE,17.83,ddr-2,RNAi,25.2,20.8,"Inhibition of eIF4H/drr-2 consistently extends the lifespan of wild-type animals and animals over-expressing sams-1 (EQ2). Taken together, these results strongly imply that eIF4H/drr-2 may act downstream of both rab-10 and sams-1 and its activity might be essential for RAB-10 and SAMS-1 to mediate the longevity effects of DR. ",6239
8601482,25,OP50,"Animals were cultured at 15° until the L4 stage, when they were transferred to 25°, at which temperature the age-l(hx546) mutation is reported to have a strong effect on lifespan.",12,age-1;fer-15,hx546;b26,24,daf-16,m26,13,13,"The daf-16 mutation suppressed the lifespan extension of age-1 (hx546).  The fer-15 mutation is linked to age-1, and does not affect lifespan on its own.",6239
8601482,25,OP50,Animals were shifted to 25° as L4 larvae or young adults.,12,daf-2,e1370,29,daf-18,e1375,10,13,The daf-18(e1375) mutation suppresses the lifespan extension of daf-2(e1370) mutant.,6239
8601482,20,OP50,,19,daf-2,e1370,39,daf-18,e1375,,16,The daf-18(e1375) mutation suppresses the lifespan extension of daf-2(e1370) mutant.,6239
8601482,25,OP50,Animals were shifted to 25° as L4 larvae or young adults.,12,age-1;fer-15,hx546;b26,27,daf-18,e1375,10,12,The daf-18(e1375) mutation suppress the lifespan extension of age-I.,6239
8601482,20,OP50,,19,daf-2,e1370,39,daf-20,m25,,50,"The daf-20 mutation did not suppress the lifespan extension of daf-2; in fact, it increased the lifespan extension slightly.",6239
8601482,25,OP50,Animals were shifted to 25° as L4 larvae or young adults.,14,age-1;fer-15,hx546;b26,23,daf-2,e1370,35,29,"At 25°, the triple mutant had a lifespan that did not differ significantly from that of daf-2 mutants, although it did live longer than age-1;fer-15 mutants.",6239
8601482,15,OP50,All strains were cultured continuously at 15°,25,age-1;fer-15,hx546;b26,31,daf-2,e1370,43,49,The mean lifespan of the triple mutant was slightly longer than the daf-2 single mutant.,6239
28054425,21,live OP50,,14.69,npr-1,ad609,16.2,gcy-35,ok769,,20.24,"The lifespan of gcy-35;npr-1(ad609) mutants was significantly longer than both N2 and npr-1(ad609) worms, suggesting that the catalytic activity of GCY-35 shortens the lifespan of npr-1(ad609) worms.",6239
28054425,21,live OP50,,14.31,npr-1,ad609,16.32,gcy-35,ok769,,23.61,"The lifespan of gcy-35;npr-1(ad609) mutants was significantly longer than both N2 and npr-1(ad609) worms, suggesting that the catalytic activity of GCY-35 shortens the lifespan of npr-1(ad609) worms.",6239
28054425,21,live OP50,,14.89,npr-1,ad609,17.74,gcy-35,ok769,,22.54,"The lifespan of gcy-35;npr-1(ad609) mutants was significantly longer than both N2 and npr-1(ad609) worms, suggesting that the catalytic activity of GCY-35 shortens the lifespan of npr-1(ad609) worms.",6239
28054425,21,live OP50,,14.39,npr-1,ad609,16.11,gcy-35,ok769,,20.06,"The lifespan of gcy-35;npr-1(ad609) mutants was significantly longer than both N2 and npr-1(ad609) worms, suggesting that the catalytic activity of GCY-35 shortens the lifespan of npr-1(ad609) worms.",6239
28054425,21,live OP50,,14.69,gcy-35;npr-1,ok769;ad609,20.24,tax-4,ks28,,15.65,"Activity of TAX-4 is required for the extended lifespan of gcy-35;npr-1(ad609) mutants, as the gcy-35;tax-4(ks28);npr-1(ad609) triple mutants and N2 worms had similar lifespans.",6239
28054425,21,live OP50,,14.31,gcy-35;npr-1,ok769;ad609,23.61,tax-4,ks28,,13.26,"Activity of TAX-4 is required for the extended lifespan of gcy-35;npr-1(ad609) mutants, as the gcy-35;tax-4(ks28);npr-1(ad609) triple mutants and N2 worms had similar lifespans.",6239
28054425,21,live OP50,,14.89,gcy-35;npr-1,ok769;ad609,22.54,tax-4,ks28,,13.88,"Activity of TAX-4 is required for the extended lifespan of gcy-35;npr-1(ad609) mutants, as the gcy-35;tax-4(ks28);npr-1(ad609) triple mutants and N2 worms had similar lifespans.",6239
28054425,21,live OP50,,14.39,gcy-35;npr-1,ok769;ad609,20.06,tax-4,ks28,,15,"Activity of TAX-4 is required for the extended lifespan of gcy-35;npr-1(ad609) mutants, as the gcy-35;tax-4(ks28);npr-1(ad609) triple mutants and N2 worms had similar lifespans.",6239
28054425,21,live OP50,,13.73,npr-1,215F,18.49,gcy-35,ok769,,21.21,"The lifespan of npr-1(215F) worms was significantly longer than N2 controls, further supporting the conclusion that npr-1(215V) activity shortens the lifespan of N2 worms. The deletion of gcy-35 significantly lengthened the lifespan of npr-1(215F) worms, further supporting the conclusion that GCY-35 activity shortens the lifespan of worms bearing either a nonfunctional or a weak allele of NPR-1.",6239
28054425,21,live OP50,,13.44,npr-1,215F,17.95,gcy-35,ok769,,19.55,"The lifespan of npr-1(215F) worms was significantly longer than N2 controls, further supporting the conclusion that npr-1(215V) activity shortens the lifespan of N2 worms. The deletion of gcy-35 significantly lengthened the lifespan of npr-1(215F) worms, further supporting the conclusion that GCY-35 activity shortens the lifespan of worms bearing either a nonfunctional or a weak allele of NPR-1.",6239
28054425,21,live OP50,,14.43,npr-1,215F,14.7,gcy-35,ok769,,18.03,"The lifespan of npr-1(215F) worms was significantly longer than N2 controls, further supporting the conclusion that npr-1(215V) activity shortens the lifespan of N2 worms. The deletion of gcy-35 significantly lengthened the lifespan of npr-1(215F) worms, further supporting the conclusion that GCY-35 activity shortens the lifespan of worms bearing either a nonfunctional or a weak allele of NPR-1.",6239
28054425,21,live OP50,,13.44,npr-1,215F,15.15,gcy-35,ok769,,17.95,"The lifespan of npr-1(215F) worms was significantly longer than N2 controls, further supporting the conclusion that npr-1(215V) activity shortens the lifespan of N2 worms. The deletion of gcy-35 significantly lengthened the lifespan of npr-1(215F) worms, further supporting the conclusion that GCY-35 activity shortens the lifespan of worms bearing either a nonfunctional or a weak allele of NPR-1.",6239
28054425,21,live OP50,,13.73,npr-1,215F,15.21,gcy-35,ok769,,17.86,"The lifespan of npr-1(215F) worms was significantly longer than N2 controls, further supporting the conclusion that npr-1(215V) activity shortens the lifespan of N2 worms. The deletion of gcy-35 significantly lengthened the lifespan of npr-1(215F) worms, further supporting the conclusion that GCY-35 activity shortens the lifespan of worms bearing either a nonfunctional or a weak allele of NPR-1.",6239
28054425,21,live OP50,,13.76,npr-1,ad609,15.54,gcy-35,ok769,16.9,19.26,,6239
28054425,21,live OP50,,13.32,npr-1,ad609,13.72,gcy-35,ok769,16.1,18.43,,6239
28054425,21,live OP50,,12.57,npr-1,ad609,15.2,gcy-35,ok769,12.2,22.46,,6239
28054425,21,live OP50,,16.34,npr-1,ad609,16.94,gcy-35,ok769,13.5,22.46,,6239
28054425,21,live OP50,,15.36,npr-1,ad609,16.97,gcy-35,ok769,15.8,18.43,,6239
28054425,21,live OP50,,15.43,npr-1,ad609,18.77,gcy-35,ok769,14.2,19.26,,6239
28054425,21,live OP50,,13.76,npr-1,ad609,15.54,gcy-33,ok232,16.1,12.73,"The deletion of gcy-33 did not affect N2 worms lifespan. In contrast, gcy-33 deletion significantly shortened the lifespan of npr-1(ad609).",6239
28054425,21,live OP50,,13.32,npr-1,ad609,13.72,gcy-33,ok232,15.4,14.47,"The deletion of gcy-33 did not affect N2 worms lifespan. In contrast, gcy-33 deletion significantly shortened the lifespan of npr-1(ad609).",6239
28054425,21,live OP50,,12.57,npr-1,ad609,15.2,gcy-33,ok232,16.1,13.89,"The deletion of gcy-33 did not affect N2 worms lifespan. In contrast, gcy-33 deletion significantly shortened the lifespan of npr-1(ad609).",6239
28054425,21,live OP50,,16.34,npr-1,ad609,16.94,gcy-33,ok232,14.5,13.12,"The deletion of gcy-33 did not affect N2 worms lifespan. In contrast, gcy-33 deletion significantly shortened the lifespan of npr-1(ad609).",6239
28054425,21,live OP50,,15.36,npr-1,ad609,16.97,gcy-33,ok232,14.9,10.4,"The deletion of gcy-33 did not affect N2 worms lifespan. In contrast, gcy-33 deletion significantly shortened the lifespan of npr-1(ad609).",6239
28054425,21,live OP50,,13.76,gcy-35;npr-1,ok769;ad609,19.26,gcy-33,ok232,16.1,10.06,"The deletion of gcy-33 did not affect N2 worms lifespan. In contrast, gcy-33 deletion significantly shortened the lifespan of gcy-35;npr-1(ad609) worms.",6239
28054425,21,live OP50,,13.32,gcy-35;npr-1,ok769;ad609,18.43,gcy-33,ok232,15.4,11.55,"The deletion of gcy-33 did not affect N2 worms lifespan. In contrast, gcy-33 deletion significantly shortened the lifespan of gcy-35;npr-1(ad609) worms.",6239
28054425,21,live OP50,,12.57,gcy-35;npr-1,ok769;ad609,22.46,gcy-33,ok232,16.1,10.59,"The deletion of gcy-33 did not affect N2 worms lifespan. In contrast, gcy-33 deletion significantly shortened the lifespan of gcy-35;npr-1(ad609) worms.",6239
28054425,25,live OP50,,10.36,npr-1,ad609,12.32,gcy-35,ok769,10.57,15.79,"Growing the worms on live OP50 at 25°C shortened the lifespan of all strains. The lifespans of gcy-35, and npr-1(ad609) mutants grown in this environment were similar to N2 controls. ",6239
28054425,25,live OP50,,11.54,npr-1,ad609,12.17,gcy-35,ok769,10.85,14,"Growing the worms on live OP50 at 25°C shortened the lifespan of all strains. The lifespans of gcy-35, and npr-1(ad609) mutants grown in this environment were similar to N2 controls. ",6239
28054425,25,live OP50,,12.38,npr-1,ad609,12.78,gcy-35,ok769,12.5,15.38,"Growing the worms on live OP50 at 25°C shortened the lifespan of all strains. The lifespans of gcy-35, and npr-1(ad609) mutants grown in this environment were similar to N2 controls. ",6239
28054425,25,UV killed OP50,,14.73,npr-1,ad609,19.18,gcy-35,ok769,13.08,14.69,"gcy-35 mutants had shorter lifespans than N2 controls on dead OP50 at 25°C. When gcy-35;npr-1(ad609) worms were grown at 25°C on dead OP50, their lifespan was similar to N2 animals.",6239
28054425,25,UV killed OP50,,13.53,npr-1,ad609,17.69,gcy-35,ok769,12.97,14.69,"gcy-35 mutants had shorter lifespans than N2 controls on dead OP50 at 25°C. When gcy-35;npr-1(ad609) worms were grown at 25°C on dead OP50, their lifespan was similar to N2 animals.",6239
28054425,25,UV killed OP50,,14.15,npr-1,ad609,13.35,gcy-35,ok769,13.08,14.95,"gcy-35 mutants had shorter lifespans than N2 controls on dead OP50 at 25°C. When gcy-35;npr-1(ad609) worms were grown at 25°C on dead OP50, their lifespan was similar to N2 animals.",6239
28054425,15,live OP50,,19.74,npr-1,ad609,19.76,gcy-35,ok769,,20.53,Joint loss of function of gcy-35 and npr-1 affects lifespan in a temperature- and food quality-dependent way. The three strains had similar lifespans at 15°C when grown on live OP50.,6239
28054425,15,live OP50,,20.49,npr-1,ad609,21.4,gcy-35,ok769,,22.45,Joint loss of function of gcy-35 and npr-1 affects lifespan in a temperature- and food quality-dependent way. The three strains had similar lifespans at 15°C when grown on live OP50.,6239
28054425,15,live OP50,,21.8,npr-1,ad609,22.43,gcy-35,ok769,,21.67,Joint loss of function of gcy-35 and npr-1 affects lifespan in a temperature- and food quality-dependent way. The three strains had similar lifespans at 15°C when grown on live OP50.,6239
28054425,15,UV killed OP50,,17.53,npr-1,ad609,20.69,gcy-35,ok769,,20.73,"Joint loss of function of gcy-35 and npr-1 affects lifespan in a temperature- and food quality-dependent way. The lifespan of npr-1(ad609) worms on UV-killed OP50 at 15°C was significantly longer than both N2 and gcy-35;npr-1(ad609) worms, further supporting our conclusion that gcy-35 and npr-1 function in lifespan regulation is modulated by temperature and bacterial viability.",6239
28054425,15,UV killed OP50,,18.19,npr-1,ad609,24.97,gcy-35,ok769,,20.52,"Joint loss of function of gcy-35 and npr-1 affects lifespan in a temperature- and food quality-dependent way. The lifespan of npr-1(ad609) worms on UV-killed OP50 at 15°C was significantly longer than both N2 and gcy-35;npr-1(ad609) worms, further supporting our conclusion that gcy-35 and npr-1 function in lifespan regulation is modulated by temperature and bacterial viability.",6239
28054425,15,UV killed OP50,,20.73,npr-1,ad609,20.74,gcy-35,ok769,,17.6,"Joint loss of function of gcy-35 and npr-1 affects lifespan in a temperature- and food quality-dependent way. The lifespan of npr-1(ad609) worms on UV-killed OP50 at 15°C was significantly longer than both N2 and gcy-35;npr-1(ad609) worms, further supporting our conclusion that gcy-35 and npr-1 function in lifespan regulation is modulated by temperature and bacterial viability.",6239
28054425,21,live OP50,,,gcy-35;npr-1,ok769;ad609,22.22,egl-3,n150,,15.05,"The lifespan of gcy-35;egl-3;npr-1(ad609) mutants was significantly shorter than gcy-35;npr-1(ad609) controls, suggesting that neuropeptide signaling is important for the lengthening of gcy-35;npr-1(ad609) mutant lifespan.",6239
28054425,21,live OP50,,,gcy-35;npr-1,ok769;ad609,21.15,egl-3,n150,,16.75,"The lifespan of gcy-35;egl-3;npr-1(ad609) mutants was significantly shorter than gcy-35;npr-1(ad609) controls, suggesting that neuropeptide signaling is important for the lengthening of gcy-35;npr-1(ad609) mutant lifespan.",6239
28054425,21,live OP50,,,gcy-35;npr-1,ok769;ad609,20.73,egl-3,n150,,16.28,"The lifespan of gcy-35;egl-3;npr-1(ad609) mutants was significantly shorter than gcy-35;npr-1(ad609) controls, suggesting that neuropeptide signaling is important for the lengthening of gcy-35;npr-1(ad609) mutant lifespan.",6239
28054425,21,live OP50,,13.85,npr-1,ad609,15.18,gcy-35,ok769,,18.69,,6239
28054425,21,live OP50,,13.51,npr-1,ad609,16.48,gcy-35,ok769,,18.65,,6239
28054425,21,live OP50,,13.26,npr-1,ad609,15,gcy-35,ok769,,18.81,,6239
28054425,21,live OP50,,13.85,gcy-35;npr-1,ok769;ad609,18.69,daf-16,mu86,12.2,15.05,daf-16 significantly shortened the lifespan of N2 and gcy-35;npr-1.,6239
28054425,21,live OP50,,13.51,gcy-35;npr-1,ok769;ad609,18.65,daf-16,mu86,10.06,15.24,daf-16 significantly shortened the lifespan of N2 and gcy-35;npr-1.,6239
28054425,21,live OP50,,13.26,gcy-35;npr-1,ok769;ad609,18.81,daf-16,mu86,10.18,14.48,daf-16 significantly shortened the lifespan of N2 and gcy-35;npr-1.,6239
28054425,21,live OP50,,13.85,npr-1,ad609,15.18,daf-16,mu86,12.2,16.03,"daf-16;npr-1(ad609) mutants lived significantly longer than daf-16 mutants, indicating that the beneficial effect of NPR-1(215V) inhibition is not mediated by daf-16 signaling.",6239
28054425,21,live OP50,,13.51,npr-1,ad609,16.48,daf-16,mu86,10.06,13.86,"daf-16;npr-1(ad609) mutants lived significantly longer than daf-16 mutants, indicating that the beneficial effect of NPR-1(215V) inhibition is not mediated by daf-16 signaling.",6239
28054425,21,live OP50,,13.26,npr-1,ad609,15,daf-16,mu86,10.18,14,"daf-16;npr-1(ad609) mutants lived significantly longer than daf-16 mutants, indicating that the beneficial effect of NPR-1(215V) inhibition is not mediated by daf-16 signaling.",6239
28054425,21,live OP50,,13.85,daf-16;npr-1,mu86;ad609,16.03,gcy-35,ok769,,15.05,"The lifespan of daf-16;npr-1(ad609) mutants was similar to that of daf-16 gcy-35;npr-1(ad609)mutants, indicating that the extended lifespan of gcy-35;npr-1(ad609) worms is dependent on DAF-16 activity. ",6239
28054425,21,live OP50,,13.51,daf-16;npr-1,mu86;ad609,13.86,gcy-35,ok769,,15.24,"The lifespan of daf-16;npr-1(ad609) mutants was similar to that of daf-16 gcy-35;npr-1(ad609)mutants, indicating that the extended lifespan of gcy-35;npr-1(ad609) worms is dependent on DAF-16 activity. ",6239
28054425,21,live OP50,,13.26,daf-16;npr-1,mu86;ad609,14,gcy-35,ok769,,14.48,"The lifespan of daf-16;npr-1(ad609) mutants was similar to that of daf-16 gcy-35;npr-1(ad609)mutants, indicating that the extended lifespan of gcy-35;npr-1(ad609) worms is dependent on DAF-16 activity. ",6239
28054425,21,live OP50,,13.85,daf-2,e1370,30.82,npr-1,ad609,15.18,31.74,"The lifespan of daf-2(e1370) mutants was not further extended by npr-1 loss of function, suggesting that lifespan lengthening by inhibition of daf-2 and npr-1 takes place through overlapping mechanisms.",6239
28054425,21,live OP50,,13.51,daf-2,e1370,31.39,npr-1,ad609,16.48,33.86,"The lifespan of daf-2(e1370) mutants was not further extended by npr-1 loss of function, suggesting that lifespan lengthening by inhibition of daf-2 and npr-1 takes place through overlapping mechanisms.",6239
28054425,21,live OP50,,13.26,daf-2,e1370,31.68,npr-1,ad609,15,25.06,"The lifespan of daf-2(e1370) mutants was not further extended by npr-1 loss of function, suggesting that lifespan lengthening by inhibition of daf-2 and npr-1 takes place through overlapping mechanisms.",6239
28054425,21,live OP50,,13.85,daf-2,e1370,30.82,gcy-35;npr-1,ok769;ad609,18.69,34.29,"The lifespan of daf-2(e1370) mutants was not further extended by either npr-1 loss of function or the joint loss of function of npr-1/gcy-35, suggesting that lifespan lengthening by inhibition of daf-2 and npr-1/gcy-35 takes place through overlapping mechanisms.",6239
28054425,21,live OP50,,13.51,daf-2,e1370,31.39,gcy-35;npr-1,ok769;ad609,18.65,28.43,"The lifespan of daf-2(e1370) mutants was not further extended by either npr-1 loss of function or the joint loss of function of npr-1/gcy-35, suggesting that lifespan lengthening by inhibition of daf-2 and npr-1/gcy-35 takes place through overlapping mechanisms.",6239
28054425,21,live OP50,,13.26,daf-2,e1370,31.68,gcy-35;npr-1,ok769;ad609,18.81,21.5,"The lifespan of daf-2(e1370) mutants was not further extended by either npr-1 loss of function or the joint loss of function of npr-1/gcy-35, suggesting that lifespan lengthening by inhibition of daf-2 and npr-1/gcy-35 takes place through overlapping mechanisms.",6239
28054425,21,live OP50,,14.69,npr-1,ad609,16.03,gcy-35,ok769,,22.13,,6239
28054425,21,live OP50,,15.41,npr-1,ad609,18.78,gcy-35,ok769,,23.08,,6239
28054425,21,live OP50,,14.03,npr-1,ad609,14.07,gcy-35,ok769,,21.97,,6239
28054425,21,live OP50,,13.67,npr-1,ad609,16.23,gcy-35,ok769,,20.59,,6239
28054425,21,live OP50,,13.48,npr-1,ad609,14.12,gcy-35,ok769,,22.1,,6239
28054425,21,live OP50,,14.69,npr-1,ad609,16.03,hif-1,ia4,15.48,12.23,"N2 worms bearing the hif-1(ia4) deletion allele lived significantly longer than N2 controls . By contrast, the deletion of hif-1 shortened the lifespans of npr-1(ad609) mutants to less than that of N2, suggesting that the beneficial effect of HIF-1 on worm lifespan is mediated by NPR-1(215V) activity.",6239
28054425,21,live OP50,,14.21,npr-1,ad609,18.78,hif-1,ia4,17.18,11,"N2 worms bearing the hif-1(ia4) deletion allele lived significantly longer than N2 controls . By contrast, the deletion of hif-1 shortened the lifespans of npr-1(ad609) mutants to less than that of N2, suggesting that the beneficial effect of HIF-1 on worm lifespan is mediated by NPR-1(215V) activity.",6239
28054425,21,live OP50,,13.27,npr-1,ad609,14.07,hif-1,ia4,14.54,10.28,"N2 worms bearing the hif-1(ia4) deletion allele lived significantly longer than N2 controls . By contrast, the deletion of hif-1 shortened the lifespans of npr-1(ad609) mutants to less than that of N2, suggesting that the beneficial effect of HIF-1 on worm lifespan is mediated by NPR-1(215V) activity.",6239
28054425,21,live OP50,,14.69,gcy-35;npr-1,ok769;ad609,22.13,hif-1,ia4,15.48,12.03,"N2 worms bearing the hif-1(ia4) deletion allele lived significantly longer than N2 controls . By contrast, the deletion of hif-1 shortened the lifespans of gcy-35;npr-1(ad609) mutants to less than that of N2, suggesting that the synergistic effect of npr-1/gcy-35 loss of function on lifespan is mediated by HIF-1.",6239
28054425,21,live OP50,,14.21,gcy-35;npr-1,ok769;ad609,23.08,hif-1,ia4,17.18,11.74,"N2 worms bearing the hif-1(ia4) deletion allele lived significantly longer than N2 controls . By contrast, the deletion of hif-1 shortened the lifespans of gcy-35;npr-1(ad609) mutants to less than that of N2, suggesting that the synergistic effect of npr-1/gcy-35 loss of function on lifespan is mediated by HIF-1.",6239
28054425,21,live OP50,,13.27,gcy-35;npr-1,ok769;ad609,21.97,hif-1,ia4,14.54,10,"N2 worms bearing the hif-1(ia4) deletion allele lived significantly longer than N2 controls . By contrast, the deletion of hif-1 shortened the lifespans of gcy-35;npr-1(ad609) mutants to less than that of N2, suggesting that the synergistic effect of npr-1/gcy-35 loss of function on lifespan is mediated by HIF-1.",6239
28054425,21,live OP50,,13.48,npr-1,ad609,14.07,egl-9,sa307,15.51,10.85,"egl-9 loss of function significantly increased the lifespan of N2 worms, but significantly shortened the lifespan of npr-1(ad609) animals, indicating that the function of egl-9 in lifespan is regulated by npr-1.",6239
28054425,21,live OP50,,15.41,npr-1,ad609,16.23,egl-9,sa307,16.75,10.95,"egl-9 loss of function significantly increased the lifespan of N2 worms, but significantly shortened the lifespan of npr-1(ad609) animals, indicating that the function of egl-9 in lifespan is regulated by npr-1.",6239
28054425,21,live OP50,,14.03,npr-1,ad609,14.12,egl-9,sa307,17.14,9.84,"egl-9 loss of function significantly increased the lifespan of N2 worms, but significantly shortened the lifespan of npr-1(ad609) animals, indicating that the function of egl-9 in lifespan is regulated by npr-1.",6239
28054425,21,live OP50,,13.48,gcy-35;npr-1,ok769;ad609,21.97,egl-9,sa307,15.51,21.74,"egl-9(sa307) did not shorten the lifespan of gcy-35;npr-1(ad609) mutants, suggesting that the synergistic effect of npr-1/gcy-35 on lifespan is not mediated by egl-9 function.",6239
28054425,21,live OP50,,15.41,gcy-35;npr-1,ok769;ad609,20.59,egl-9,sa307,16.75,23.16,"egl-9(sa307) did not shorten the lifespan of gcy-35;npr-1(ad609) mutants, suggesting that the synergistic effect of npr-1/gcy-35 on lifespan is not mediated by egl-9 function.",6239
28054425,21,live OP50,,14.03,gcy-35;npr-1,ok769;ad609,22.1,egl-9,sa307,17.14,17.81,"egl-9(sa307) did not shorten the lifespan of gcy-35;npr-1(ad609) mutants, suggesting that the synergistic effect of npr-1/gcy-35 on lifespan is not mediated by egl-9 function.",6239
23271974,15-20,"NG agar: 3 g NaC1, 2.5 Bactopeptone (Difco) and 17 g Bacto-agar (Difco) are dissolved in 975 ml distilled water. After autoclaving, 1 ml cholesterol in ethanol (5 mg/ml), 1 ml M CaCl,1 ml M MgSO, and 25 ml M potassium phosphate buffer (pH 6.0) are added in order.",All worms were hatched at 20°C and shifted to 15°C at day 2 of adulthood.,31,daf-2,e1370,49,daf-16,mu86,,25,We found that daf-2(e1370); daf-16(mu86) double mutants have a median lifespan that is twofold shorter than daf-2(e1370) single mutants and 19% shorter than wild-type worms.,6239
23271974,15-20,"NG agar: 3 g NaC1, 2.5 Bactopeptone (Difco) and 17 g Bacto-agar (Difco) are dissolved in 975 ml distilled water. After autoclaving, 1 ml cholesterol in ethanol (5 mg/ml), 1 ml M CaCl,1 ml M MgSO, and 25 ml M potassium phosphate buffer (pH 6.0) are added in order.",All worms were hatched at 20°C and shifted to 15°C at day 2 of adulthood.,31,daf-2,e1370,49,egl-27,we3,28,31,These data show that egl-27(we3) suppresses daf-2(e1370) longevity to approximately the same extent as daf-16(mu86).,6239
15068796,25,,"To determine mean adult life span at 25C, animals were grown at 15C until the L4 larval stage and then shifted to prevent dauer entry. RNAi treatment of the life span strains akt-1(RNAi); akt-2(ok393) and akt-1(RNAi); akt-2(ok393) sgk-1(RNAi) was started with L3 larvae of the F0 generation to bypass the problem of dauer entry in F1.",14.7,sgk-1,RNAi,24,daf-2,e1370,26,36,Longevity is further enhanced in double mutants of sgk-1(RNAi) with daf-2(e1370).,6239
15068796,25,,"To determine mean adult life span at 25C, animals were grown at 15C until the L4 larval stage and then shifted to prevent dauer entry. RNAi treatment of the life span strains akt-1(RNAi); akt-2(ok393) and akt-1(RNAi); akt-2(ok393) sgk-1(RNAi) was started with L3 larvae of the F0 generation to bypass the problem of dauer entry in F1.",14.7,sgk-1,RNAi,24,age-1,mg44d,20.7,30,Longevity is further enhanced in double mutants of sgk-1(RNAi) with age-1(mg44).,6239
15068796,25,,"To determine mean adult life span at 25C, animals were grown at 15C until the L4 larval stage and then shifted to prevent dauer entry. RNAi treatment of the life span strains akt-1(RNAi); akt-2(ok393) and akt-1(RNAi); akt-2(ok393) sgk-1(RNAi) was started with L3 larvae of the F0 generation to bypass the problem of dauer entry in F1.",17.5,sgk-1,RNAi,21.1,daf-16,m26,16.6,18.8,daf-16(m26) partially suppresses sgk-1(RNAi) at 20°C.,6239
